task,task_id,arm,condition,repeat,layer,alpha,beta,episode,init_state,success,rollout_steps,checkpoint,candidate_sha,conceptor_source,gpu,output_dir
KS4,3,T,RANDOM_CONTROL,1,5,1.0,0.1,14,29,1,343,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep1/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/random_L5_b0.1
KS4,3,T,RANDOM_CONTROL,1,5,1.0,0.1,15,30,1,229,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep1/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/random_L5_b0.1
KS4,3,T,RANDOM_CONTROL,1,5,1.0,0.1,16,31,1,351,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep1/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/random_L5_b0.1
KS4,3,T,RANDOM_CONTROL,1,5,1.0,0.1,17,32,1,276,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep1/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/random_L5_b0.1
KS4,3,T,RANDOM_CONTROL,1,5,1.0,0.1,18,33,1,238,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep1/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/random_L5_b0.1
KS4,3,T,RANDOM_CONTROL,1,5,1.0,0.1,19,34,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep1/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/random_L5_b0.1
KS4,3,T,RANDOM_CONTROL,1,5,1.0,0.1,20,35,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep1/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/random_L5_b0.1
KS4,3,T,RANDOM_CONTROL,1,5,1.0,0.1,21,36,1,220,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep1/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/random_L5_b0.1
KS4,3,T,RANDOM_CONTROL,1,5,1.0,0.1,22,37,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep1/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/random_L5_b0.1
KS4,3,T,RANDOM_CONTROL,1,5,1.0,0.1,23,38,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep1/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/random_L5_b0.1
KS4,3,T,RANDOM_CONTROL,1,5,1.0,0.1,24,39,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep1/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/random_L5_b0.1
KS4,3,T,RANDOM_CONTROL,1,5,1.0,0.1,25,40,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep1/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/random_L5_b0.1
KS4,3,T,RANDOM_CONTROL,1,5,1.0,0.1,26,41,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep1/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/random_L5_b0.1
KS4,3,T,RANDOM_CONTROL,1,5,1.0,0.1,27,42,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep1/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/random_L5_b0.1
KS4,3,T,RANDOM_CONTROL,1,5,1.0,0.1,28,43,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep1/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/random_L5_b0.1
KS4,3,T,RANDOM_CONTROL,1,5,1.0,0.1,29,44,1,336,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep1/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/random_L5_b0.1
KS4,3,T,BASELINE,2,5,1.0,0.1,0,15,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,1,16,1,411,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,2,17,1,308,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,3,18,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,4,19,1,306,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,5,20,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,6,21,1,208,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,7,22,1,240,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,8,23,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,9,24,1,370,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,10,25,1,231,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,11,26,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,12,27,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,13,28,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,14,29,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,15,30,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,16,31,1,452,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,17,32,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,18,33,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,19,34,1,382,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,20,35,1,217,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,21,36,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,22,37,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,23,38,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,24,39,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,25,40,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,26,41,1,356,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,27,42,1,491,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,28,43,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,BASELINE,2,5,1.0,0.1,29,44,1,496,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/baseline
KS4,3,T,PAPER_GLOBAL,2,5,1.0,0.1,0,15,1,357,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/global_L5_a1.0_b0.1
KS4,3,T,PAPER_GLOBAL,2,5,1.0,0.1,1,16,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/global_L5_a1.0_b0.1
KS4,3,T,PAPER_GLOBAL,2,5,1.0,0.1,2,17,1,421,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/global_L5_a1.0_b0.1
KS4,3,T,PAPER_GLOBAL,2,5,1.0,0.1,3,18,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/global_L5_a1.0_b0.1
KS4,3,T,PAPER_GLOBAL,2,5,1.0,0.1,4,19,1,219,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/global_L5_a1.0_b0.1
KS4,3,T,PAPER_GLOBAL,2,5,1.0,0.1,5,20,1,207,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/KS4/T/rep2/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_th/global_L5_a1.0_b0.1
